epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1756.45,0.89363,0.58832,1.03336,0.95554,0.97872,0.97107,0.82431,0.6823,0.53881,1.00507,0.0015248,0.0015248,0.0015248
26,1834.38,0.79131,0.53201,0.97579,0.95665,1,0.96327,0.78741,0.73755,0.55709,1.03359,0.001505,0.001505,0.001505
27,1908.48,0.7813,0.52075,0.98137,0.93993,0.99886,0.94945,0.78398,0.66843,0.5956,0.99917,0.0014852,0.0014852,0.0014852
28,1978.15,0.87301,0.56976,1.04615,0.93822,1,0.95541,0.82698,0.56692,0.51422,0.96487,0.0014654,0.0014654,0.0014654
29,2033.66,0.77429,0.53191,0.9919,0.95636,1,0.95704,0.7675,0.78484,0.57178,1.09614,0.0014456,0.0014456,0.0014456
30,2089.62,0.76477,0.52349,0.97583,0.95774,1,0.96627,0.79827,0.65444,0.48792,1.02744,0.0014258,0.0014258,0.0014258
31,2145.41,0.81586,0.51983,0.99995,0.9574,1,0.96153,0.79851,0.65295,0.48389,1.05548,0.001406,0.001406,0.001406
32,2201.59,0.80812,0.53876,1.0095,0.95695,1,0.96488,0.79574,0.76215,0.5088,1.13127,0.0013862,0.0013862,0.0013862
33,2258.24,0.81003,0.54163,1.01685,0.95745,1,0.97488,0.83518,0.67143,0.45868,1.11274,0.0013664,0.0013664,0.0013664
34,2315.14,0.73074,0.49779,0.97464,0.95724,1,0.97122,0.83644,0.60672,0.44398,1.05577,0.0013466,0.0013466,0.0013466
35,2370.37,0.74968,0.48306,0.99843,0.95792,1,0.95949,0.83866,0.65939,0.54375,1.08108,0.0013268,0.0013268,0.0013268
36,2436.4,0.77357,0.50043,0.97755,0.95789,1,0.95622,0.77592,0.72366,0.46539,1.10777,0.001307,0.001307,0.001307
37,2503.9,0.75512,0.48382,0.98197,0.9573,1,0.95622,0.71765,0.86006,0.53575,1.1596,0.0012872,0.0012872,0.0012872
38,2572.94,0.77351,0.50095,1.01637,0.95651,1,0.95971,0.73371,0.77715,0.50595,1.15629,0.0012674,0.0012674,0.0012674
